2019-12-18 12:44:28,251 INFO  [main] com.example.microservies.discoveryserver.DiscoveryServerApplicationKt : The following profiles are active: staging
2019-12-18 13:19:06,187 WARN  [TaskBatchingWorker-target_localhost-6] com.netflix.eureka.cluster.PeerEurekaNode : CONFIG-SERVER/localhost:config-server:9090:Heartbeat@localhost: cannot find instance id localhost:config-server:9090 and hence replicating the instance with status DOWN
2019-12-18 13:19:06,187 WARN  [TaskBatchingWorker-target_localhost-6] com.netflix.eureka.cluster.ReplicationTask : The replication of task CONFIG-SERVER/localhost:config-server:9090:Cancel@localhost failed with response code 404
2019-12-18 13:19:06,187 WARN  [TaskBatchingWorker-target_localhost-6] com.netflix.eureka.cluster.PeerEurekaNode : CONFIG-SERVER/localhost:config-server:9090:Cancel@localhost: missing entry.
2019-12-18 13:19:06,697 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CONFIG-SERVER/localhost:config-server:9090 with status DOWN (replication=true)
2019-12-18 13:19:10,790 INFO  [http-nio-8761-exec-3] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CONFIG-SERVER/192.168.15.106:config-server:9090 with status UP (replication=false)
2019-12-18 13:19:11,300 INFO  [http-nio-8761-exec-4] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CONFIG-SERVER/192.168.15.106:config-server:9090 with status UP (replication=true)
2019-12-18 13:19:55,867 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:19:55,867 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Evicting 1 items (expired=1, evictionLimit=1)
2019-12-18 13:19:55,867 WARN  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: expired lease for CONFIG-SERVER/localhost:config-server:9090
2019-12-18 13:19:55,867 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CONFIG-SERVER/localhost:config-server:9090 (replication=false)
2019-12-18 13:20:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:21:09,334 INFO  [http-nio-8761-exec-4] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status UP (replication=false)
2019-12-18 13:21:09,824 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status UP (replication=true)
2019-12-18 13:21:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:22:22,676 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 13:22:23,151 INFO  [http-nio-8761-exec-3] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 13:22:52,155 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status DOWN (replication=false)
2019-12-18 13:22:52,265 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status DOWN (replication=true)
2019-12-18 13:22:52,266 WARN  [TaskBatchingWorker-target_localhost-1] com.netflix.eureka.cluster.ReplicationTask : The replication of task API-GATEWAY/192.168.15.106:api-gateway:9091:Heartbeat@localhost failed with response code 409
2019-12-18 13:22:52,266 WARN  [TaskBatchingWorker-target_localhost-1] com.netflix.eureka.cluster.PeerEurekaNode : Peer wants us to take the instance information from it, since the timestamp differs,Id : 192.168.15.106:api-gateway:9091 My Timestamp : 1576682469318, Peer's timestamp: 1576682572148
2019-12-18 13:22:52,266 INFO  [TaskBatchingWorker-target_localhost-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status DOWN (replication=true)
2019-12-18 13:22:55,185 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance API-GATEWAY/192.168.15.106:api-gateway:9091 (replication=false)
2019-12-18 13:22:55,278 WARN  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: lease doesn't exist, registering resource: API-GATEWAY - 192.168.15.106:api-gateway:9091
2019-12-18 13:22:55,279 WARN  [http-nio-8761-exec-7] com.netflix.eureka.resources.InstanceResource : Not Found (Renew): API-GATEWAY - 192.168.15.106:api-gateway:9091
2019-12-18 13:22:55,279 WARN  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: cancel failed because Lease is not registered for: API-GATEWAY/192.168.15.106:api-gateway:9091
2019-12-18 13:22:55,279 INFO  [http-nio-8761-exec-7] com.netflix.eureka.resources.InstanceResource : Not Found (Cancel): API-GATEWAY - 192.168.15.106:api-gateway:9091
2019-12-18 13:22:55,280 WARN  [TaskBatchingWorker-target_localhost-3] com.netflix.eureka.cluster.ReplicationTask : The replication of task API-GATEWAY/192.168.15.106:api-gateway:9091:Heartbeat@localhost failed with response code 404
2019-12-18 13:22:55,280 WARN  [TaskBatchingWorker-target_localhost-3] com.netflix.eureka.cluster.PeerEurekaNode : API-GATEWAY/192.168.15.106:api-gateway:9091:Heartbeat@localhost: missing entry.
2019-12-18 13:22:55,281 WARN  [TaskBatchingWorker-target_localhost-3] com.netflix.eureka.cluster.PeerEurekaNode : API-GATEWAY/192.168.15.106:api-gateway:9091:Heartbeat@localhost: cannot find instance id 192.168.15.106:api-gateway:9091 and hence replicating the instance with status DOWN
2019-12-18 13:22:55,281 WARN  [TaskBatchingWorker-target_localhost-3] com.netflix.eureka.cluster.ReplicationTask : The replication of task API-GATEWAY/192.168.15.106:api-gateway:9091:Cancel@localhost failed with response code 404
2019-12-18 13:22:55,281 WARN  [TaskBatchingWorker-target_localhost-3] com.netflix.eureka.cluster.PeerEurekaNode : API-GATEWAY/192.168.15.106:api-gateway:9091:Cancel@localhost: missing entry.
2019-12-18 13:22:55,789 INFO  [http-nio-8761-exec-9] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status DOWN (replication=true)
2019-12-18 13:22:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:23:00,582 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status UP (replication=false)
2019-12-18 13:23:01,093 INFO  [http-nio-8761-exec-8] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance API-GATEWAY/192.168.15.106:api-gateway:9091 with status UP (replication=true)
2019-12-18 13:23:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:24:10,650 INFO  [http-nio-8761-exec-9] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 13:24:10,658 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=false)
2019-12-18 13:24:11,171 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=true)
2019-12-18 13:24:13,664 INFO  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=false)
2019-12-18 13:24:14,113 WARN  [http-nio-8761-exec-3] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: lease doesn't exist, registering resource: CALCULATOR - 192.168.15.106:calculator:8080
2019-12-18 13:24:14,113 WARN  [http-nio-8761-exec-3] com.netflix.eureka.resources.InstanceResource : Not Found (Renew): CALCULATOR - 192.168.15.106:calculator:8080
2019-12-18 13:24:14,120 INFO  [http-nio-8761-exec-4] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 13:24:14,157 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=true)
2019-12-18 13:24:14,158 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 13:24:14,160 WARN  [TaskBatchingWorker-target_localhost-7] com.netflix.eureka.cluster.ReplicationTask : The replication of task CALCULATOR/192.168.15.106:calculator:8080:Heartbeat@localhost failed with response code 409
2019-12-18 13:24:14,160 WARN  [TaskBatchingWorker-target_localhost-7] com.netflix.eureka.cluster.PeerEurekaNode : Peer wants us to take the instance information from it, since the timestamp differs,Id : 192.168.15.106:calculator:8080 My Timestamp : 1576682650655, Peer's timestamp: 1576682654115
2019-12-18 13:24:14,160 INFO  [TaskBatchingWorker-target_localhost-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 13:24:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:25:16,419 INFO  [http-nio-8761-exec-4] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status UP (replication=false)
2019-12-18 13:25:16,638 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status UP (replication=true)
2019-12-18 13:25:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:26:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:27:55,869 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:28:55,868 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:29:55,811 INFO  [ReplicaAwareInstanceRegistry - RenewalThresholdUpdater] com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl : Current renewal threshold is : 11
2019-12-18 13:29:55,869 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:30:55,869 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:31:55,869 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:32:55,870 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:33:43,005 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=false)
2019-12-18 13:33:43,017 INFO  [http-nio-8761-exec-8] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status DOWN (replication=false)
2019-12-18 13:33:43,465 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=true)
2019-12-18 13:33:43,465 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status DOWN (replication=true)
2019-12-18 13:33:55,870 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:33:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Evicting 1 items (expired=2, evictionLimit=1)
2019-12-18 13:33:55,871 WARN  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: expired lease for CALCULATOR/192.168.15.106:calculator:8081
2019-12-18 13:33:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8081 (replication=false)
2019-12-18 13:34:55,870 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:34:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Evicting 1 items (expired=1, evictionLimit=1)
2019-12-18 13:34:55,871 WARN  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: expired lease for CALCULATOR/192.168.15.106:calculator:8080
2019-12-18 13:34:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=false)
2019-12-18 13:35:55,870 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:36:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:37:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:38:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:39:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:40:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:41:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:42:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:43:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:44:55,810 INFO  [ReplicaAwareInstanceRegistry - RenewalThresholdUpdater] com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl : Current renewal threshold is : 11
2019-12-18 13:44:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:45:55,871 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:46:55,872 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:47:55,872 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:48:55,873 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:49:55,873 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:50:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:51:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:52:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:53:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:54:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:55:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:56:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:57:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:58:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 13:59:55,811 INFO  [ReplicaAwareInstanceRegistry - RenewalThresholdUpdater] com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl : Current renewal threshold is : 11
2019-12-18 13:59:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:00:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:01:55,874 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:02:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:03:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:04:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:05:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:06:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:07:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:08:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:09:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:10:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:11:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:12:25,323 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 14:12:25,831 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 14:12:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:13:18,970 INFO  [http-nio-8761-exec-6] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status UP (replication=false)
2019-12-18 14:13:19,062 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status UP (replication=true)
2019-12-18 14:13:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:14:20,697 INFO  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=false)
2019-12-18 14:14:20,770 INFO  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 14:14:20,773 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 14:14:21,207 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=true)
2019-12-18 14:14:21,207 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 14:14:55,810 INFO  [ReplicaAwareInstanceRegistry - RenewalThresholdUpdater] com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl : Current renewal threshold is : 15
2019-12-18 14:14:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:15:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:16:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:17:55,875 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:18:43,458 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=false)
2019-12-18 14:18:43,473 INFO  [http-nio-8761-exec-6] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status DOWN (replication=false)
2019-12-18 14:18:43,965 INFO  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=true)
2019-12-18 14:18:43,965 INFO  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8081 with status DOWN (replication=true)
2019-12-18 14:18:46,466 INFO  [http-nio-8761-exec-9] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=false)
2019-12-18 14:18:46,483 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8081 (replication=false)
2019-12-18 14:18:46,974 WARN  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: cancel failed because Lease is not registered for: CALCULATOR/192.168.15.106:calculator:8080
2019-12-18 14:18:46,975 INFO  [http-nio-8761-exec-7] com.netflix.eureka.resources.InstanceResource : Not Found (Cancel): CALCULATOR - 192.168.15.106:calculator:8080
2019-12-18 14:18:46,975 WARN  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: cancel failed because Lease is not registered for: CALCULATOR/192.168.15.106:calculator:8081
2019-12-18 14:18:46,975 INFO  [http-nio-8761-exec-7] com.netflix.eureka.resources.InstanceResource : Not Found (Cancel): CALCULATOR - 192.168.15.106:calculator:8081
2019-12-18 14:18:46,976 WARN  [TaskBatchingWorker-target_localhost-13] com.netflix.eureka.cluster.ReplicationTask : The replication of task CALCULATOR/192.168.15.106:calculator:8080:Cancel@localhost failed with response code 404
2019-12-18 14:18:46,976 WARN  [TaskBatchingWorker-target_localhost-13] com.netflix.eureka.cluster.PeerEurekaNode : CALCULATOR/192.168.15.106:calculator:8080:Cancel@localhost: missing entry.
2019-12-18 14:18:46,977 WARN  [TaskBatchingWorker-target_localhost-13] com.netflix.eureka.cluster.ReplicationTask : The replication of task CALCULATOR/192.168.15.106:calculator:8081:Cancel@localhost failed with response code 404
2019-12-18 14:18:46,977 WARN  [TaskBatchingWorker-target_localhost-13] com.netflix.eureka.cluster.PeerEurekaNode : CALCULATOR/192.168.15.106:calculator:8081:Cancel@localhost: missing entry.
2019-12-18 14:18:55,876 INFO  [Eureka-EvictionTimer] com.netflix.eureka.registry.AbstractInstanceRegistry : Running the evict task with compensationTime 0ms
2019-12-18 14:19:23,502 INFO  [http-nio-8761-exec-8] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 14:19:23,557 INFO  [http-nio-8761-exec-2] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
2019-12-18 14:19:43,746 INFO  [http-nio-8761-exec-10] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=false)
2019-12-18 14:19:44,253 INFO  [http-nio-8761-exec-5] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status DOWN (replication=true)
2019-12-18 14:19:46,755 INFO  [http-nio-8761-exec-8] com.netflix.eureka.registry.AbstractInstanceRegistry : Cancelled instance CALCULATOR/192.168.15.106:calculator:8080 (replication=false)
2019-12-18 14:19:47,263 WARN  [http-nio-8761-exec-1] com.netflix.eureka.registry.AbstractInstanceRegistry : DS: Registry: cancel failed because Lease is not registered for: CALCULATOR/192.168.15.106:calculator:8080
2019-12-18 14:19:47,263 INFO  [http-nio-8761-exec-1] com.netflix.eureka.resources.InstanceResource : Not Found (Cancel): CALCULATOR - 192.168.15.106:calculator:8080
2019-12-18 14:19:47,264 WARN  [TaskBatchingWorker-target_localhost-11] com.netflix.eureka.cluster.ReplicationTask : The replication of task CALCULATOR/192.168.15.106:calculator:8080:Cancel@localhost failed with response code 404
2019-12-18 14:19:47,264 WARN  [TaskBatchingWorker-target_localhost-11] com.netflix.eureka.cluster.PeerEurekaNode : CALCULATOR/192.168.15.106:calculator:8080:Cancel@localhost: missing entry.
2019-12-18 14:19:55,130 INFO  [http-nio-8761-exec-7] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=false)
2019-12-18 14:19:55,637 INFO  [http-nio-8761-exec-4] com.netflix.eureka.registry.AbstractInstanceRegistry : Registered instance CALCULATOR/192.168.15.106:calculator:8080 with status UP (replication=true)
